tower_id,state,n_corrective_36mo,months_in_service,lambda_true,needed_corrective_maintenance
MY_N11479281285,Sarawak,0,36.0,0.002688,0
MY_N12316486573,Sarawak,0,36.0,0.011727,0
MY_N11610007739,Sarawak,0,36.0,0.081466,0
MY_N12240441026,Sarawak,0,36.0,0.039003,0
MY_N11556619144,Sarawak,0,36.0,0.687663,0
MY_N12420165772,Sarawak,0,36.0,0.017897,0
MY_N11584348427,Sarawak,0,36.0,0.003095,0
MY_N11990327538,Sarawak,31,36.0,24.565943,1
MY_N11470209272,Sarawak,0,36.0,0.052761,0
MY_N12050962639,Sarawak,0,36.0,0.135931,0
MY_N12035797862,Sarawak,0,36.0,0.162223,0
MY_N12145362317,Sarawak,0,36.0,0.001652,0
MY_N12118515279,Sarawak,0,36.0,0.175825,0
MY_N12227780480,Sarawak,0,36.0,0.01135,0
MY_N12035797853,Sarawak,0,36.0,0.069031,0
MY_N6354464187,Sarawak,7,8.0,5.493673,1
MY_N12035797852,Sarawak,0,36.0,0.14005,0
MY_N12035797854,Sarawak,0,36.0,0.38732,0
MY_N11581896101,Sarawak,0,36.0,0.033391,0
MY_N12035797857,Sarawak,0,36.0,0.038484,0
MY_N12035797856,Sarawak,0,36.0,0.034749,0
MY_N12035797855,Sarawak,0,36.0,0.657284,0
MY_N12128924931,Sarawak,0,36.0,0.000444,0
MY_N11472433066,Sarawak,8,36.0,11.872132,1
MY_N11608082001,Sarawak,0,36.0,0.034243,0
MY_N11476096501,Sarawak,0,36.0,0.009826,0
MY_N11659562128,Sarawak,8,36.0,3.795385,1
MY_N11659562129,Sarawak,29,36.0,24.414798,1
MY_N11659562130,Sarawak,4,36.0,4.494206,1
MY_N11659562131,Sarawak,12,36.0,12.614044,1
MY_N11659562132,Sarawak,0,36.0,1.4e-05,0
MY_N11659562133,Sarawak,1,36.0,0.894773,1
MY_N11659562141,Sarawak,2,36.0,5.163582,1
MY_N11659562142,Sarawak,35,36.0,27.284466,1
MY_N11875484227,Sarawak,0,36.0,0.006868,0
MY_N12138116212,Sarawak,19,36.0,18.081509,1
MY_N11493783227,Sarawak,0,36.0,0.075937,0
MY_N11875484226,Sarawak,9,36.0,7.94822,1
MY_N12109825595,Sarawak,0,36.0,0.036446,0
MY_N12334436706,Sarawak,0,36.0,0.015167,0
MY_N11875484222,Sarawak,0,36.0,1.3e-05,0
MY_N12270341400,Sarawak,10,36.0,8.757303,1
MY_N12132195205,Sarawak,0,36.0,0.001434,0
MY_N12278677313,Sarawak,0,36.0,0.000198,0
MY_N11991939583,Sarawak,0,36.0,0.058706,0
MY_N12258694524,Sarawak,0,36.0,0.012915,0
MY_N12227903176,Sarawak,1,36.0,1.540918,1
MY_N12258461026,Sarawak,0,36.0,0.197602,0
MY_N11463098096,Sarawak,0,36.0,0.002123,0
MY_N11609644622,Sarawak,15,36.0,20.872,1
MY_N11875484225,Sarawak,0,36.0,0.141299,0
MY_N12258444889,Sarawak,0,36.0,0.159843,0
MY_N11787027806,Sarawak,0,36.0,0.017618,0
MY_N11463098097,Sarawak,0,36.0,0.071443,0
MY_N11637810092,Sarawak,0,36.0,0.669271,0
MY_N11515263684,Sarawak,0,36.0,0.082637,0
MY_N11515263700,Sarawak,0,36.0,0.000574,0
MY_N11637810090,Sarawak,0,36.0,0.054953,0
MY_N12270101746,Sarawak,0,36.0,1.9e-05,0
MY_N12118428198,Sarawak,0,36.0,0.074803,0
MY_N12097355159,Sarawak,0,36.0,0.27123,0
MY_N12000683989,Sarawak,0,36.0,0.767536,0
MY_N12270101729,Sarawak,0,36.0,0.000194,0
MY_N11998923957,Sarawak,1,36.0,0.363087,1
MY_N12118412113,Sarawak,0,36.0,0.872255,0
MY_N12131514589,Sarawak,4,36.0,1.885108,1
MY_N12131514594,Sarawak,4,36.0,2.386524,1
MY_N12131514586,Sarawak,0,36.0,0.022953,0
MY_N12131514588,Sarawak,1,36.0,1.120713,1
MY_N12131514585,Sarawak,3,36.0,4.431983,1
MY_N12131514587,Sarawak,0,36.0,0.277188,0
MY_N11875484223,Sarawak,6,36.0,4.771988,1
MY_N11875484224,Sarawak,43,36.0,27.405847,1
MY_N12135375724,Sarawak,0,36.0,0.270725,0
MY_N12135375710,Sarawak,1,36.0,0.358348,1
MY_N12135373696,Sarawak,20,36.0,20.650547,1
MY_N12135375711,Sarawak,24,36.0,27.108876,1
MY_N13335389686,Sarawak,2,36.0,1.778411,1
MY_N2669688740,Sarawak,0,36.0,0.011904,0
MY_N13335390186,Sarawak,11,36.0,13.770969,1
MY_N11875484219,Sarawak,1,36.0,0.282314,1
MY_N11875484217,Sarawak,0,36.0,0.035986,0
MY_N11806207720,Sarawak,0,36.0,6e-06,0
MY_N3458624509,Sarawak,1,36.0,0.947245,1
MY_N11875484218,Sarawak,1,36.0,0.827325,1
MY_N3458624508,Sarawak,0,36.0,0.150102,0
MY_N4798173661,Sarawak,1,36.0,0.019474,1
MY_N4822914443,Labuan,0,36.0,0.019639,0
MY_N7033248825,Sarawak,37,36.0,28.8,1
MY_N11521176120,Labuan,0,36.0,6e-05,0
MY_N3269166213,Sabah,0,36.0,0.030075,0
MY_N10125233295,Sabah,0,36.0,0.000211,0
MY_N10125233294,Sabah,0,36.0,0.0,0
MY_N10251772774,Sabah,0,36.0,0.046234,0
MY_N10137863759,Sabah,0,36.0,0.200546,0
MY_N10263911645,Sabah,0,36.0,0.341906,0
MY_N10264085957,Sabah,0,36.0,0.001215,0
MY_N10264190520,Sabah,0,36.0,0.00021,0
MY_N10179178545,Sabah,0,36.0,4.5e-05,0
MY_N12462362562,Sabah,0,36.0,0.143035,0
MY_N12462421365,Sabah,0,36.0,0.053621,0
MY_N12462360044,Sabah,0,36.0,0.108542,0
MY_N12462366356,Sabah,0,36.0,0.000339,0
MY_N12462397948,Sabah,0,36.0,0.002162,0
MY_N12462360043,Sabah,0,36.0,0.000313,0
MY_N12462360045,Sabah,0,36.0,0.012501,0
MY_N12462362561,Sabah,0,36.0,0.00028,0
MY_N12462366355,Sabah,0,36.0,0.00116,0
MY_N12462397947,Sabah,0,36.0,0.001649,0
MY_N12462445716,Sabah,0,36.0,0.000432,0
MY_N12462366354,Sabah,0,36.0,0.000544,0
MY_N12462397946,Sabah,0,36.0,0.00052,0
MY_N12462445717,Sabah,0,36.0,0.022163,0
MY_N12462362564,Sabah,0,36.0,0.001168,0
MY_N12462388214,Sabah,0,36.0,0.004265,0
MY_N12462362563,Sabah,0,36.0,8e-06,0
MY_N13759043085,Sabah,0,36.0,7.3e-05,0
MY_W1496819391,Sabah,10,36.0,6.091693,1
MY_W1183622030,Sabah,18,36.0,20.430483,1
MY_N5202494203,Sabah,0,36.0,0.000668,0
MY_N13719964947,Sabah,0,36.0,1e-06,0
MY_N13719053843,Sabah,0,36.0,0.001655,0
MY_N5115603531,Sabah,13,36.0,18.286404,1
MY_N5159160718,Sabah,0,36.0,0.029793,0
MY_N5188734187,Sabah,6,36.0,8.148426,1
MY_N1662637919,Sabah,18,36.0,26.784677,1
MY_N1662564012,Sabah,31,36.0,23.35963,1
MY_N9935128396,Sabah,0,36.0,0.023336,0
MY_N1648142937,Sabah,0,36.0,1.2e-05,0
MY_N1648142940,Sabah,0,36.0,0.005553,0
MY_N1648142939,Sabah,0,36.0,1.9e-05,0
MY_N13531662855,Sabah,0,36.0,0.001764,0
MY_N4824910112,Sabah,0,36.0,0.002231,0
MY_N13809732758,Sabah,2,36.0,0.862158,1
MY_N4405530070,Sabah,0,36.0,0.050134,0
MY_N6727065189,Sabah,0,36.0,0.009651,0
MY_N13809732305,Sabah,0,36.0,2.11931,0
MY_N13771359079,Sabah,0,36.0,0.070412,0
MY_N9983597281,Sabah,0,36.0,0.009374,0
MY_N9983597288,Sabah,0,36.0,8.4e-05,0
MY_N9919057003,Sabah,0,36.0,0.114051,0
MY_N1988043288,Sabah,0,36.0,2.6e-05,0
MY_N9919057004,Sabah,0,36.0,0.009595,0
MY_N9919057005,Sabah,0,36.0,2.2e-05,0
MY_N1988043289,Sabah,0,36.0,0.000198,0
MY_N9968171086,Sabah,3,36.0,1.47052,1
MY_N13807032941,Sabah,0,36.0,0.001465,0
MY_N7852427612,Sabah,0,36.0,0.0,0
MY_N1663990392,Sabah,0,36.0,0.0,0
MY_N7853152961,Sabah,0,36.0,0.002441,0
MY_N11950354037,Sabah,0,36.0,0.001743,0
MY_N8267445980,Sabah,0,36.0,1.8e-05,0
MY_N1662840937,unassigned,0,36.0,4e-05,0
