ticket_id,tower_id,opened_date,closed_date,work_type,crew_type,root_cause,downtime_hours,cost_myr,is_corrective
WO_001482,MY_N6745537234,2024-11-15,2024-11-17,slope_stabilize_and_tension,civil,terrain,4.7,1910,True
WO_001483,MY_N7848117182,2024-11-15,2024-11-16,scheduled_inspection,civil,scheduled_inspection,2.6,256,False
WO_001484,MY_N11528285260,2024-11-16,2024-11-17,scheduled_inspection,civil,scheduled_inspection,0.6,507,False
WO_001485,MY_N12135375711,2024-11-16,2024-11-21,slope_stabilize_and_tension,civil,terrain,3.9,697,True
WO_001486,MY_N4436507977,2024-11-16,2024-11-19,raise_cabinet_and_seal,civil,flood,10.1,2441,True
WO_001487,MY_N8327095826,2024-11-16,2024-11-21,battery_genset_service,power,power,5.0,901,True
WO_001488,MY_N11151660426,2024-11-17,2024-11-18,slope_stabilize_and_tension,civil,terrain,3.8,9431,True
WO_001489,MY_N13517883535,2024-11-17,2024-11-18,raise_cabinet_and_seal,civil,flood,0.4,888,True
WO_001490,MY_N8812260333,2024-11-17,2024-11-22,slope_stabilize_and_tension,civil,terrain,3.4,2204,True
WO_001491,MY_N9003249367,2024-11-17,2024-11-19,raise_cabinet_and_seal,civil,flood,8.2,2837,True
WO_001492,MY_W1270085205,2024-11-17,2024-11-18,scheduled_inspection,civil,scheduled_inspection,3.0,1066,False
WO_001493,MY_N3902995309,2024-11-18,2024-11-23,raise_cabinet_and_seal,civil,flood,8.2,3200,True
WO_001494,MY_N9040072038,2024-11-18,2024-11-19,scheduled_inspection,civil,scheduled_inspection,0.3,552,False
WO_001495,MY_W1367367946,2024-11-18,2024-11-19,scheduled_inspection,civil,scheduled_inspection,2.2,283,False
WO_001496,MY_N11738300326,2024-11-19,2024-11-22,slope_stabilize_and_tension,civil,terrain,6.3,4372,True
WO_001497,MY_N11755867459,2024-11-19,2024-11-20,raise_cabinet_and_seal,civil,flood,6.4,2260,True
WO_001498,MY_N11875484224,2024-11-19,2024-11-20,raise_cabinet_and_seal,civil,flood,7.7,1855,True
WO_001499,MY_N3902995309,2024-11-19,2024-11-23,raise_cabinet_and_seal,civil,flood,4.7,2136,True
WO_001500,MY_N8923088437,2024-11-19,2024-11-24,slope_stabilize_and_tension,civil,terrain,3.6,228,True
WO_001501,MY_W1317650252,2024-11-19,2024-11-24,raise_cabinet_and_seal,civil,flood,9.9,1081,True
WO_001502,MY_N11659562142,2024-11-20,2024-11-24,raise_cabinet_and_seal,civil,flood,3.3,40,True
WO_001503,MY_N4124069728,2024-11-20,2024-11-21,scheduled_inspection,civil,scheduled_inspection,0.5,510,False
WO_001504,MY_W972394406,2024-11-20,2024-11-23,raise_cabinet_and_seal,civil,flood,5.6,1024,True
WO_001505,MY_N12548986934,2024-11-21,2024-11-23,raise_cabinet_and_seal,civil,flood,2.4,6896,True
WO_001506,MY_N12603668089,2024-11-21,2024-11-25,raise_cabinet_and_seal,civil,flood,3.0,949,True
WO_001507,MY_N506433555,2024-11-21,2024-11-26,vegetation_clearance,civil,vegetation,18.6,6147,True
WO_001508,MY_N7033248825,2024-11-21,2024-11-24,raise_cabinet_and_seal,civil,flood,6.6,1417,True
WO_001509,MY_N9084071195,2024-11-21,2024-11-23,slope_stabilize_and_tension,civil,terrain,8.4,5493,True
WO_001510,MY_W968313453,2024-11-21,2024-11-22,scheduled_inspection,civil,scheduled_inspection,0.8,793,False
WO_001511,MY_N10801806749,2024-11-22,2024-11-23,raise_cabinet_and_seal,civil,flood,3.1,551,True
WO_001512,MY_N12137013091,2024-11-22,2024-11-27,raise_cabinet_and_seal,civil,flood,2.9,3440,True
WO_001513,MY_N12270101746,2024-11-22,2024-11-23,scheduled_inspection,civil,scheduled_inspection,0.2,525,False
WO_001514,MY_N8850585799,2024-11-22,2024-11-23,raise_cabinet_and_seal,civil,flood,0.8,673,True
WO_001515,MY_W1183622030,2024-11-22,2024-11-25,slope_stabilize_and_tension,civil,terrain,1.1,597,True
WO_001516,MY_N10251772774,2024-11-23,2024-11-24,scheduled_inspection,civil,scheduled_inspection,2.7,171,False
WO_001517,MY_N4625637084,2024-11-23,2024-11-24,scheduled_inspection,civil,scheduled_inspection,0.1,767,False
WO_001518,MY_N8439185733,2024-11-23,2024-11-28,raise_cabinet_and_seal,civil,flood,1.7,1137,True
WO_001519,MY_W728820002,2024-11-23,2024-11-27,radio_unit_refresh,rf,equipment,6.0,583,True
WO_001520,MY_N6745537233,2024-11-24,2024-11-29,vegetation_clearance,civil,vegetation,11.4,5028,True
WO_001521,MY_N7033248825,2024-11-24,2024-11-26,raise_cabinet_and_seal,civil,flood,1.4,2815,True
WO_001522,MY_N8006989819,2024-11-24,2024-11-25,scheduled_inspection,civil,scheduled_inspection,0.5,211,False
WO_001523,MY_N5742976628,2024-11-25,2024-11-26,vegetation_clearance,civil,vegetation,3.2,1004,True
WO_001524,MY_N10801806749,2024-11-26,2024-12-01,battery_genset_service,power,power,3.2,2322,True
WO_001525,MY_N13335390186,2024-11-26,2024-11-30,slope_stabilize_and_tension,civil,terrain,1.7,903,True
WO_001526,MY_N3365342814,2024-11-26,2024-11-27,scheduled_inspection,civil,scheduled_inspection,3.5,813,False
WO_001527,MY_W818064274,2024-11-26,2024-11-28,raise_cabinet_and_seal,civil,flood,12.6,5998,True
WO_001528,MY_N11484371222,2024-11-27,2024-11-29,vegetation_clearance,civil,vegetation,4.6,672,True
WO_001529,MY_N11659562142,2024-11-27,2024-12-02,raise_cabinet_and_seal,civil,flood,6.9,2179,True
WO_001530,MY_N12137024409,2024-11-28,2024-11-29,scheduled_inspection,civil,scheduled_inspection,0.4,1372,False
WO_001531,MY_N13678930905,2024-11-28,2024-12-02,raise_cabinet_and_seal,civil,flood,2.0,2114,True
WO_001532,MY_W728820002,2024-11-28,2024-11-30,raise_cabinet_and_seal,civil,flood,9.2,4194,True
WO_001533,MY_W1201224318,2024-11-30,2024-12-01,scheduled_inspection,civil,scheduled_inspection,0.4,424,False
WO_001534,MY_N11609644622,2024-12-01,2024-12-02,raise_cabinet_and_seal,civil,flood,18.2,3197,True
WO_001535,MY_N11990327538,2024-12-01,2024-12-04,raise_cabinet_and_seal,civil,flood,11.1,1930,True
WO_001536,MY_N12137013087,2024-12-01,2024-12-05,raise_cabinet_and_seal,civil,flood,5.4,4483,True
WO_001537,MY_N12266043339,2024-12-01,2024-12-06,vegetation_clearance,civil,vegetation,12.3,4338,True
WO_001538,MY_N3902995326,2024-12-01,2024-12-02,scheduled_inspection,civil,scheduled_inspection,0.9,2376,False
WO_001539,MY_N5067194637,2024-12-01,2024-12-04,raise_cabinet_and_seal,civil,flood,1.1,4528,True
WO_001540,MY_N5742976628,2024-12-01,2024-12-04,raise_cabinet_and_seal,civil,flood,7.9,7584,True
WO_001541,MY_N6643210358,2024-12-01,2024-12-02,scheduled_inspection,civil,scheduled_inspection,0.9,43,False
WO_001542,MY_N12137013087,2024-12-02,2024-12-03,raise_cabinet_and_seal,civil,flood,4.0,1358,True
WO_001543,MY_N6759131549,2024-12-02,2024-12-05,slope_stabilize_and_tension,civil,terrain,1.9,2726,True
WO_001544,MY_N8327095826,2024-12-02,2024-12-05,raise_cabinet_and_seal,civil,flood,7.8,171,True
WO_001545,MY_W1122921707,2024-12-02,2024-12-03,scheduled_inspection,civil,scheduled_inspection,0.6,365,False
WO_001546,MY_W1386907231,2024-12-02,2024-12-06,battery_genset_service,power,power,12.2,1018,True
WO_001547,MY_N11484371222,2024-12-03,2024-12-05,vegetation_clearance,civil,vegetation,1.2,4326,True
WO_001548,MY_N5742976628,2024-12-03,2024-12-07,raise_cabinet_and_seal,civil,flood,7.4,5170,True
WO_001549,MY_N8806058356,2024-12-03,2024-12-07,raise_cabinet_and_seal,civil,flood,5.9,2318,True
WO_001550,MY_N12138116212,2024-12-04,2024-12-09,vegetation_clearance,civil,vegetation,4.2,1813,True
WO_001551,MY_N8987661324,2024-12-04,2024-12-05,slope_stabilize_and_tension,civil,terrain,4.3,676,True
WO_001552,MY_N11659562142,2024-12-05,2024-12-08,raise_cabinet_and_seal,civil,flood,5.1,1963,True
WO_001553,MY_N12309364294,2024-12-05,2024-12-08,slope_stabilize_and_tension,civil,terrain,10.8,4377,True
WO_001554,MY_N13335390186,2024-12-05,2024-12-09,raise_cabinet_and_seal,civil,flood,4.2,2146,True
WO_001555,MY_N4540536734,2024-12-05,2024-12-06,scheduled_inspection,civil,scheduled_inspection,1.4,430,False
WO_001556,MY_W1317650252,2024-12-05,2024-12-10,battery_genset_service,power,power,6.7,6144,True
WO_001557,MY_N11659562129,2024-12-06,2024-12-08,raise_cabinet_and_seal,civil,flood,3.7,1301,True
WO_001558,MY_N11875484220,2024-12-06,2024-12-09,slope_stabilize_and_tension,civil,terrain,8.2,5310,True
WO_001559,MY_N13526011249,2024-12-06,2024-12-11,slope_stabilize_and_tension,civil,terrain,7.0,1218,True
WO_001560,MY_N5188734187,2024-12-06,2024-12-08,vegetation_clearance,civil,vegetation,0.9,363,True
WO_001561,MY_N4436507977,2024-12-07,2024-12-09,raise_cabinet_and_seal,civil,flood,4.6,2635,True
WO_001562,MY_N8044980541,2024-12-07,2024-12-08,battery_genset_service,power,power,6.5,6281,True
WO_001563,MY_N11875484224,2024-12-08,2024-12-12,raise_cabinet_and_seal,civil,flood,0.9,3668,True
WO_001564,MY_N3902995301,2024-12-08,2024-12-12,raise_cabinet_and_seal,civil,flood,1.8,902,True
WO_001565,MY_N9810551665,2024-12-08,2024-12-12,raise_cabinet_and_seal,civil,flood,1.5,1492,True
WO_001566,MY_W728820002,2024-12-08,2024-12-12,raise_cabinet_and_seal,civil,flood,12.7,1137,True
WO_001567,MY_N12383562688,2024-12-09,2024-12-13,raise_cabinet_and_seal,civil,flood,10.2,2439,True
WO_001568,MY_N8987661324,2024-12-09,2024-12-13,raise_cabinet_and_seal,civil,flood,11.4,2627,True
WO_001569,MY_W1259673925,2024-12-09,2024-12-13,battery_genset_service,power,power,4.8,8681,True
WO_001570,MY_N11484371222,2024-12-10,2024-12-11,battery_genset_service,power,power,2.1,1333,True
WO_001571,MY_N12058759613,2024-12-10,2024-12-14,slope_stabilize_and_tension,civil,terrain,4.4,15529,True
WO_001572,MY_N12097503031,2024-12-10,2024-12-11,scheduled_inspection,civil,scheduled_inspection,0.4,123,False
WO_001573,MY_N13165619831,2024-12-10,2024-12-11,scheduled_inspection,civil,scheduled_inspection,2.5,1956,False
WO_001574,MY_N3902995310,2024-12-10,2024-12-12,raise_cabinet_and_seal,civil,flood,2.0,818,True
WO_001575,MY_N5067194637,2024-12-10,2024-12-13,raise_cabinet_and_seal,civil,flood,13.2,3251,True
WO_001576,MY_N6039478983,2024-12-10,2024-12-11,raise_cabinet_and_seal,civil,flood,2.3,2776,True
WO_001577,MY_N8962634816,2024-12-10,2024-12-15,raise_cabinet_and_seal,civil,flood,11.9,704,True
WO_001578,MY_N11875484223,2024-12-11,2024-12-16,raise_cabinet_and_seal,civil,flood,12.1,3129,True
WO_001579,MY_N12131514589,2024-12-11,2024-12-15,raise_cabinet_and_seal,civil,flood,9.7,7517,True
WO_001580,MY_N12135373696,2024-12-11,2024-12-12,raise_cabinet_and_seal,civil,flood,4.4,2547,True
WO_001581,MY_N3573581293,2024-12-11,2024-12-12,scheduled_inspection,civil,scheduled_inspection,2.1,78,False
WO_001582,MY_N3902995275,2024-12-11,2024-12-12,slope_stabilize_and_tension,civil,terrain,11.6,6252,True
WO_001583,MY_N8899964134,2024-12-11,2024-12-15,radio_unit_refresh,rf,equipment,4.2,9073,True
WO_001584,MY_W1496819391,2024-12-11,2024-12-12,scheduled_inspection,civil,scheduled_inspection,1.2,261,False
WO_001585,MY_N3720847447,2024-12-12,2024-12-13,vegetation_clearance,civil,vegetation,3.5,4651,True
WO_001586,MY_N8182722420,2024-12-12,2024-12-15,radio_unit_refresh,rf,equipment,9.2,552,True
WO_001587,MY_N8487785683,2024-12-14,2024-12-15,scheduled_inspection,civil,scheduled_inspection,1.2,2329,False
WO_001588,MY_N11875484220,2024-12-15,2024-12-16,radio_unit_refresh,rf,equipment,1.8,3825,True
WO_001589,MY_N12137013091,2024-12-15,2024-12-17,raise_cabinet_and_seal,civil,flood,4.2,3176,True
WO_001590,MY_N12167585702,2024-12-15,2024-12-16,scheduled_inspection,civil,scheduled_inspection,1.1,411,False
WO_001591,MY_N12270851329,2024-12-15,2024-12-16,vegetation_clearance,civil,vegetation,6.0,3019,True
WO_001592,MY_N12926409708,2024-12-15,2024-12-16,scheduled_inspection,civil,scheduled_inspection,2.5,935,False
WO_001593,MY_N13015606467,2024-12-15,2024-12-19,raise_cabinet_and_seal,civil,flood,6.4,737,True
WO_001594,MY_N1662564012,2024-12-15,2024-12-18,vegetation_clearance,civil,vegetation,2.5,1508,True
WO_001595,MY_N3341958135,2024-12-15,2024-12-16,scheduled_inspection,civil,scheduled_inspection,5.5,1398,False
WO_001596,MY_W1317650252,2024-12-15,2024-12-19,battery_genset_service,power,power,2.3,1241,True
WO_001597,MY_N4688736584,2024-12-16,2024-12-17,scheduled_inspection,civil,scheduled_inspection,0.1,565,False
WO_001598,MY_N11659562142,2024-12-17,2024-12-18,vegetation_clearance,civil,vegetation,5.2,2322,True
WO_001599,MY_N12137013085,2024-12-17,2024-12-18,scheduled_inspection,civil,scheduled_inspection,2.9,103,False
WO_001600,MY_N12137024409,2024-12-17,2024-12-22,raise_cabinet_and_seal,civil,flood,15.9,3309,True
WO_001601,MY_N12284680513,2024-12-17,2024-12-18,scheduled_inspection,civil,scheduled_inspection,1.6,1058,False
WO_001602,MY_N4436507977,2024-12-17,2024-12-20,battery_genset_service,power,power,9.1,1113,True
WO_001603,MY_N9040072038,2024-12-17,2024-12-18,scheduled_inspection,civil,scheduled_inspection,1.9,155,False
WO_001604,MY_N12531429458,2024-12-18,2024-12-21,raise_cabinet_and_seal,civil,flood,4.6,2007,True
WO_001605,MY_W1303814689,2024-12-18,2024-12-19,scheduled_inspection,civil,scheduled_inspection,1.0,1720,False
WO_001606,MY_W1545410197,2024-12-18,2024-12-21,raise_cabinet_and_seal,civil,flood,28.7,338,True
WO_001607,MY_N13326193730,2024-12-19,2024-12-22,raise_cabinet_and_seal,civil,flood,1.5,1836,True
WO_001608,MY_N4663189043,2024-12-19,2024-12-20,scheduled_inspection,civil,scheduled_inspection,0.9,361,False
WO_001609,MY_N8988150886,2024-12-19,2024-12-24,raise_cabinet_and_seal,civil,flood,2.4,155,True
WO_001610,MY_W1496819391,2024-12-19,2024-12-23,vegetation_clearance,civil,vegetation,1.4,2458,True
WO_001611,MY_N11738300326,2024-12-20,2024-12-25,slope_stabilize_and_tension,civil,terrain,1.9,3121,True
WO_001612,MY_N12058759613,2024-12-20,2024-12-24,raise_cabinet_and_seal,civil,flood,11.1,552,True
WO_001613,MY_N3902995309,2024-12-20,2024-12-21,raise_cabinet_and_seal,civil,flood,9.9,2369,True
WO_001614,MY_N5453636981,2024-12-20,2024-12-21,scheduled_inspection,civil,scheduled_inspection,1.7,749,False
WO_001615,MY_W1183622030,2024-12-20,2024-12-25,raise_cabinet_and_seal,civil,flood,2.5,5815,True
WO_001616,MY_N8806058356,2024-12-21,2024-12-22,raise_cabinet_and_seal,civil,flood,2.8,5633,True
WO_001617,MY_N8025859449,2024-12-22,2024-12-25,raise_cabinet_and_seal,civil,flood,2.9,4150,True
WO_001618,MY_W968313454,2024-12-22,2024-12-23,scheduled_inspection,civil,scheduled_inspection,2.0,473,False
WO_001619,MY_N10948101740,2024-12-23,2024-12-24,scheduled_inspection,civil,scheduled_inspection,1.5,541,False
WO_001620,MY_N3765699324,2024-12-23,2024-12-28,radio_unit_refresh,rf,equipment,3.0,1541,True
WO_001621,MY_N8899964140,2024-12-23,2024-12-24,scheduled_inspection,civil,scheduled_inspection,2.7,355,False
WO_001622,MY_W1285114522,2024-12-23,2024-12-27,battery_genset_service,power,power,4.8,4406,True
WO_001623,MY_N10801806749,2024-12-24,2024-12-25,raise_cabinet_and_seal,civil,flood,6.7,3413,True
WO_001624,MY_N11151660426,2024-12-25,2024-12-29,raise_cabinet_and_seal,civil,flood,5.3,5266,True
WO_001625,MY_N11659562128,2024-12-25,2024-12-26,vegetation_clearance,civil,vegetation,7.8,1595,True
WO_001626,MY_N6457937009,2024-12-25,2024-12-26,slope_stabilize_and_tension,civil,terrain,2.6,3325,True
WO_001627,MY_N8191059241,2024-12-25,2024-12-29,raise_cabinet_and_seal,civil,flood,3.4,5140,True
WO_001628,MY_N9003249367,2024-12-25,2024-12-26,vegetation_clearance,civil,vegetation,4.1,209,True
WO_001629,MY_W1545410197,2024-12-25,2024-12-29,vegetation_clearance,civil,vegetation,9.4,4655,True
WO_001630,MY_N11659562141,2024-12-26,2024-12-29,raise_cabinet_and_seal,civil,flood,3.2,6359,True
WO_001631,MY_N11962284837,2024-12-26,2024-12-27,raise_cabinet_and_seal,civil,flood,7.8,2341,True
WO_001632,MY_N12309364294,2024-12-26,2024-12-27,scheduled_inspection,civil,scheduled_inspection,2.5,245,False
WO_001633,MY_N11653038151,2024-12-27,2024-12-31,raise_cabinet_and_seal,civil,flood,5.5,1711,True
WO_001634,MY_N3765699324,2024-12-27,2024-12-28,scheduled_inspection,civil,scheduled_inspection,1.8,864,False
WO_001635,MY_N9466091146,2024-12-27,2024-12-29,slope_stabilize_and_tension,civil,terrain,2.4,5569,True
WO_001636,MY_N11659562131,2024-12-28,2025-01-02,raise_cabinet_and_seal,civil,flood,5.5,1700,True
WO_001637,MY_N12309364295,2024-12-28,2025-01-01,slope_stabilize_and_tension,civil,terrain,2.7,1285,True
WO_001638,MY_N12889290986,2024-12-28,2024-12-29,scheduled_inspection,civil,scheduled_inspection,3.0,400,False
WO_001639,MY_N13331200714,2024-12-28,2024-12-30,raise_cabinet_and_seal,civil,flood,4.5,968,True
WO_001640,MY_N9983597288,2024-12-28,2024-12-29,scheduled_inspection,civil,scheduled_inspection,2.0,478,False
WO_001641,MY_N13663195383,2024-12-30,2024-12-31,scheduled_inspection,civil,scheduled_inspection,1.0,151,False
WO_001642,MY_N11659562130,2024-12-31,2025-01-01,scheduled_inspection,civil,scheduled_inspection,2.2,197,False
WO_001643,MY_N12773184677,2025-01-01,2025-01-06,raise_cabinet_and_seal,civil,flood,11.8,2416,True
WO_001644,MY_N13678930905,2025-01-01,2025-01-04,battery_genset_service,power,power,7.5,2069,True
WO_001645,MY_N8812260333,2025-01-01,2025-01-04,raise_cabinet_and_seal,civil,flood,1.6,1932,True
WO_001646,MY_N13335390186,2025-01-02,2025-01-03,slope_stabilize_and_tension,civil,terrain,12.7,4481,True
WO_001647,MY_N13979312124,2025-01-02,2025-01-07,raise_cabinet_and_seal,civil,flood,5.0,3602,True
WO_001648,MY_N8330792847,2025-01-02,2025-01-03,scheduled_inspection,civil,scheduled_inspection,1.3,1584,False
WO_001649,MY_N8785281387,2025-01-02,2025-01-03,scheduled_inspection,civil,scheduled_inspection,2.9,352,False
WO_001650,MY_N9084071195,2025-01-02,2025-01-07,raise_cabinet_and_seal,civil,flood,3.9,1224,True
WO_001651,MY_W1267147818,2025-01-02,2025-01-03,scheduled_inspection,civil,scheduled_inspection,2.2,247,False
WO_001652,MY_N13517883535,2025-01-03,2025-01-06,raise_cabinet_and_seal,civil,flood,8.0,5703,True
WO_001653,MY_N13564515921,2025-01-03,2025-01-04,scheduled_inspection,civil,scheduled_inspection,0.8,997,False
WO_001654,MY_N13678930905,2025-01-03,2025-01-08,battery_genset_service,power,power,15.7,1527,True
WO_001655,MY_N9810551665,2025-01-03,2025-01-06,slope_stabilize_and_tension,civil,terrain,17.4,4740,True
WO_001656,MY_N3902995301,2025-01-04,2025-01-05,raise_cabinet_and_seal,civil,flood,1.3,7864,True
WO_001657,MY_N8812260333,2025-01-04,2025-01-05,slope_stabilize_and_tension,civil,terrain,2.6,3822,True
WO_001658,MY_N4436507977,2025-01-05,2025-01-06,raise_cabinet_and_seal,civil,flood,9.1,2256,True
WO_001659,MY_N5067194637,2025-01-05,2025-01-07,battery_genset_service,power,power,5.1,1901,True
WO_001660,MY_N9006098842,2025-01-05,2025-01-06,raise_cabinet_and_seal,civil,flood,2.5,4174,True
WO_001661,MY_N11388862434,2025-01-06,2025-01-07,raise_cabinet_and_seal,civil,flood,0.1,2127,True
WO_001662,MY_N11659562128,2025-01-06,2025-01-09,raise_cabinet_and_seal,civil,flood,5.8,3844,True
WO_001663,MY_N11802478955,2025-01-06,2025-01-11,slope_stabilize_and_tension,civil,terrain,0.6,503,True
WO_001664,MY_N13495459821,2025-01-06,2025-01-07,raise_cabinet_and_seal,civil,flood,9.9,1044,True
WO_001665,MY_W1317650252,2025-01-06,2025-01-11,raise_cabinet_and_seal,civil,flood,3.5,2576,True
WO_001666,MY_N13979312124,2025-01-07,2025-01-12,radio_unit_refresh,rf,equipment,4.0,2354,True
WO_001667,MY_N11472433066,2025-01-08,2025-01-11,raise_cabinet_and_seal,civil,flood,5.3,5541,True
WO_001668,MY_N3902995309,2025-01-08,2025-01-09,raise_cabinet_and_seal,civil,flood,6.9,1642,True
WO_001669,MY_N5188734187,2025-01-08,2025-01-09,scheduled_inspection,civil,scheduled_inspection,1.6,488,False
WO_001670,MY_N9003249367,2025-01-08,2025-01-09,scheduled_inspection,civil,scheduled_inspection,6.6,398,False
WO_001671,MY_N4775194882,2025-01-09,2025-01-10,scheduled_inspection,civil,scheduled_inspection,1.1,597,False
WO_001672,MY_N7033248825,2025-01-09,2025-01-11,raise_cabinet_and_seal,civil,flood,18.3,4622,True
WO_001673,MY_N8979761302,2025-01-09,2025-01-10,scheduled_inspection,civil,scheduled_inspection,1.5,811,False
WO_001674,MY_N12137013098,2025-01-10,2025-01-11,scheduled_inspection,civil,scheduled_inspection,0.6,539,False
WO_001675,MY_N12270851329,2025-01-10,2025-01-12,battery_genset_service,power,power,3.2,2551,True
WO_001676,MY_N12889290985,2025-01-10,2025-01-11,scheduled_inspection,civil,scheduled_inspection,1.4,426,False
WO_001677,MY_N13517883535,2025-01-10,2025-01-12,raise_cabinet_and_seal,civil,flood,4.1,4432,True
WO_001678,MY_N13517883535,2025-01-10,2025-01-12,vegetation_clearance,civil,vegetation,4.1,942,True
WO_001679,MY_W1285114522,2025-01-10,2025-01-11,vegetation_clearance,civil,vegetation,1.8,5976,True
WO_001680,MY_N11399381206,2025-01-11,2025-01-12,scheduled_inspection,civil,scheduled_inspection,0.2,1146,False
WO_001681,MY_N12097503031,2025-01-11,2025-01-12,raise_cabinet_and_seal,civil,flood,2.6,901,True
WO_001682,MY_N8637257819,2025-01-11,2025-01-14,battery_genset_service,power,power,15.7,3279,True
WO_001683,MY_N9040016332,2025-01-11,2025-01-12,slope_stabilize_and_tension,civil,terrain,6.1,7586,True
WO_001684,MY_N13495459821,2025-01-12,2025-01-14,raise_cabinet_and_seal,civil,flood,9.5,4055,True
WO_001685,MY_N13979312124,2025-01-12,2025-01-15,battery_genset_service,power,power,7.5,318,True
WO_001686,MY_N3765686551,2025-01-12,2025-01-13,scheduled_inspection,civil,scheduled_inspection,1.8,613,False
WO_001687,MY_N10802588447,2025-01-13,2025-01-18,raise_cabinet_and_seal,civil,flood,6.8,1659,True
WO_001688,MY_N11875484220,2025-01-13,2025-01-14,vegetation_clearance,civil,vegetation,8.2,5450,True
WO_001689,MY_N9084071195,2025-01-14,2025-01-17,slope_stabilize_and_tension,civil,terrain,2.5,2732,True
WO_001690,MY_W818064274,2025-01-14,2025-01-17,raise_cabinet_and_seal,civil,flood,4.7,7784,True
WO_001691,MY_N13771359079,2025-01-15,2025-01-16,scheduled_inspection,civil,scheduled_inspection,1.0,1234,False
WO_001692,MY_N11388862434,2025-01-17,2025-01-18,slope_stabilize_and_tension,civil,terrain,7.0,1740,True
WO_001693,MY_N11738300326,2025-01-17,2025-01-19,raise_cabinet_and_seal,civil,flood,3.6,505,True
WO_001694,MY_N7033248825,2025-01-17,2025-01-18,raise_cabinet_and_seal,civil,flood,2.1,1630,True
WO_001695,MY_N8422298542,2025-01-17,2025-01-21,raise_cabinet_and_seal,civil,flood,2.2,917,True
WO_001696,MY_W1267064693,2025-01-17,2025-01-22,slope_stabilize_and_tension,civil,terrain,9.0,3651,True
WO_001697,MY_N12270341400,2025-01-18,2025-01-21,raise_cabinet_and_seal,civil,flood,18.3,977,True
WO_001698,MY_N9003249367,2025-01-19,2025-01-21,battery_genset_service,power,power,7.7,1041,True
WO_001699,MY_W1315123577,2025-01-19,2025-01-22,raise_cabinet_and_seal,civil,flood,1.2,2739,True
WO_001700,MY_N11472433066,2025-01-20,2025-01-24,vegetation_clearance,civil,vegetation,6.0,2725,True
WO_001701,MY_N8263445803,2025-01-20,2025-01-21,scheduled_inspection,civil,scheduled_inspection,0.3,1476,False
WO_001702,MY_N8987661324,2025-01-20,2025-01-21,battery_genset_service,power,power,3.1,4541,True
WO_001703,MY_N13691070933,2025-01-22,2025-01-23,scheduled_inspection,civil,scheduled_inspection,0.9,293,False
WO_001704,MY_N8923088437,2025-01-22,2025-01-27,slope_stabilize_and_tension,civil,terrain,16.1,14276,True
WO_001705,MY_W1267147816,2025-01-22,2025-01-23,scheduled_inspection,civil,scheduled_inspection,0.1,702,False
WO_001706,MY_N11875484220,2025-01-23,2025-01-28,vegetation_clearance,civil,vegetation,12.4,3287,True
WO_001707,MY_N12309364295,2025-01-23,2025-01-28,raise_cabinet_and_seal,civil,flood,3.9,775,True
WO_001708,MY_N6745537233,2025-01-23,2025-01-28,raise_cabinet_and_seal,civil,flood,4.8,666,True
WO_001709,MY_W1270085203,2025-01-23,2025-01-24,vegetation_clearance,civil,vegetation,4.3,1506,True
WO_001710,MY_N11167076406,2025-01-24,2025-01-26,slope_stabilize_and_tension,civil,terrain,1.3,6190,True
WO_001711,MY_N11991939583,2025-01-25,2025-01-26,scheduled_inspection,civil,scheduled_inspection,3.1,624,False
WO_001712,MY_N8044156760,2025-01-25,2025-01-27,raise_cabinet_and_seal,civil,flood,10.8,3008,True
WO_001713,MY_W1311793314,2025-01-25,2025-01-27,slope_stabilize_and_tension,civil,terrain,6.6,4280,True
WO_001714,MY_N11802478955,2025-01-26,2025-01-28,raise_cabinet_and_seal,civil,flood,5.0,1972,True
WO_001715,MY_N8088772324,2025-01-26,2025-01-27,scheduled_inspection,civil,scheduled_inspection,2.3,1818,False
WO_001716,MY_N9038719827,2025-01-26,2025-01-27,scheduled_inspection,civil,scheduled_inspection,0.9,1075,False
WO_001717,MY_N11659562129,2025-01-27,2025-01-30,slope_stabilize_and_tension,civil,terrain,1.4,5649,True
WO_001718,MY_N12137013091,2025-01-27,2025-02-01,raise_cabinet_and_seal,civil,flood,5.4,443,True
WO_001719,MY_N12889290231,2025-01-27,2025-01-29,raise_cabinet_and_seal,civil,flood,4.4,1678,True
WO_001720,MY_N13517883535,2025-01-27,2025-02-01,raise_cabinet_and_seal,civil,flood,1.9,831,True
WO_001721,MY_N4436507977,2025-01-27,2025-01-28,battery_genset_service,power,power,1.7,2150,True
WO_001722,MY_N8805785687,2025-01-27,2025-01-28,scheduled_inspection,civil,scheduled_inspection,0.4,1412,False
WO_001723,MY_N8923088437,2025-01-27,2025-01-29,raise_cabinet_and_seal,civil,flood,3.0,2021,True
WO_001724,MY_N9006098842,2025-01-28,2025-02-02,raise_cabinet_and_seal,civil,flood,8.0,883,True
WO_001725,MY_N13415562181,2025-01-29,2025-01-30,scheduled_inspection,civil,scheduled_inspection,0.1,260,False
WO_001726,MY_N4069889954,2025-01-29,2025-01-30,scheduled_inspection,civil,scheduled_inspection,2.4,324,False
WO_001727,MY_N13684596777,2025-01-30,2025-01-31,scheduled_inspection,civil,scheduled_inspection,1.3,175,False
